ProductKey,Product Name,Brand,Color,Subcategory,Category
1225,"Fabrikam Trendsetter 1/2"" 3mm X300 Orange",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
419,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Desktops,Desktops,Computers
1576,SV DVD Movies E100 Yellow,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1112,Fabrikam SLR Camera X147 Silver,Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1981,Litware Refrigerator 19CuFt M760 Red,Litware,Refrigerators,Refrigerators,Home Appliances
1964,Litware Refrigerator 19CuFt M760 Blue,Litware,Refrigerators,Refrigerators,Home Appliances
534,WWI LCD19 E107 White,Wide World Importers,Monitors,Monitors,Computers
1142,Fabrikam SLR Camera M150 Green,Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
2378,Contoso Air conditioner 10000BTU M0490 Blue,Contoso,Air Conditioners,Air Conditioners,Home Appliances
1289,Contoso Genuine Leather Grip Belt E322 Grey,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
2220,Adventure Works Desk Lamp E1300 Grey,Adventure Works,Lamps,Lamps,Home Appliances
657,Proseware Duplex Scanner M200 Black,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
1722,MGS Zoo Tycoon 2: End range Species Expansion Pack E105,Tailspin Toys,Download Games,Download Games,Games and Toys
1735,MGS Flight Simulator 2004: A Century of Flight E111,Tailspin Toys,Download Games,Download Games,Games and Toys
229,Litware Home Theater System 2.1 Channel E212 Brown,Litware,Home Theater System,Home Theater System,TV and Video
494,Adventure Works LCD20W M240 Black,Adventure Works,Monitors,Monitors,Computers
1749,MGS Bicycle Board Games X500,Tailspin Toys,Download Games,Download Games,Games and Toys
621,WWI Screen 85in E1010 Black,Wide World Importers,Projectors & Screens,Projectors & Screens,Computers
596,Contoso Screen 100in E010 White,Contoso,Projectors & Screens,Projectors & Screens,Computers
1613,SV DVD 7-Inch Player Portable E200 White,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
536,WWI LCD17 E205 White,Wide World Importers,Monitors,Monitors,Computers
2155,Adventure Works Coffee Maker Auto 5C E090 White,Adventure Works,Coffee Machines,Coffee Machines,Home Appliances
752,Contoso Power Inverter - DC to AC power inverter E900 Black,Contoso,Computers Accessories,Computers Accessories,Computers
2394,Proseware Air conditioner 7000BTU E260 Red,Proseware,Air Conditioners,Air Conditioners,Home Appliances
445,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Desktops,Desktops,Computers
1926,Fabrikam Refrigerator 1.7CuFt E1200 Blue,Fabrikam,Refrigerators,Refrigerators,Home Appliances
2352,Contoso Air conditioner 7000BTU E0260 White,Contoso,Air Conditioners,Air Conditioners,Home Appliances
2077,Contoso Microwave 0.9CuFt E0090 Red,Contoso,Microwaves,Microwaves,Home Appliances
2373,Contoso Air conditioner 7000BTU E0260 Grey,Contoso,Air Conditioners,Air Conditioners,Home Appliances
1044,A. Datum SLR Camera X135 Black,A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1987,Fabrikam Microwave 0.9CuFt E0900 White,Fabrikam,Microwaves,Microwaves,Home Appliances
1114,Fabrikam SLR Camera M147 Silver,Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1054,A. Datum SLR Camera M137 Grey,A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1161,Fabrikam Business Videographer 1/2'' 3mm M500 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1090,Contoso SLR Camera M144 Silver Grey,Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
418,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Desktops,Desktops,Computers
806,Contoso USB Wave Multi-media Keyboard E280 White,Contoso,Computers Accessories,Computers Accessories,Computers
836,Contoso USB Wave Multi-Media Keyboard E280 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
1534,The Phone Company PDA Palm 4.7 inch L850 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
799,Contoso Leather Case - case for digital photo camera X20 White,Contoso,Computers Accessories,Computers Accessories,Computers
1898,Fabrikam Refrigerator 19CuFt M7600 White,Fabrikam,Refrigerators,Refrigerators,Home Appliances
728,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
1661,MGS Hand Games for kids E300 Yellow,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
12,Contoso 4GB Flash MP3 Player E401 Blue,Contoso,MP4&MP3,MP4&MP3,Audio
69,NT Bluetooth Stereo Headphones E52 Pink,Northwind Traders,Bluetooth Headphones,Bluetooth Headphones,Audio
2511,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Cell phones Accessories,Cell phones Accessories,Cell phones
521,WWI LCD20 M220 Black,Wide World Importers,Monitors,Monitors,Computers
1709,MGS Gears of War M170,Tailspin Toys,Download Games,Download Games,Games and Toys
2445,Litware 80mm Dual Ball Bearing Case Fan E1001 Green,Litware,Fans,Fans,Home Appliances
2216,Adventure Works Chandelier M8150 Grey,Adventure Works,Lamps,Lamps,Home Appliances
2219,Adventure Works Wall Lamp E3150 Grey,Adventure Works,Lamps,Lamps,Home Appliances
881,Contoso Optical Wheel OEM PS/2 Mouse E60 White,Contoso,Computers Accessories,Computers Accessories,Computers
1412,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1116,Fabrikam SLR Camera X147 Grey,Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1654,Contoso DVD 14-Inch Player Portable L100 Silver,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1922,Fabrikam Refrigerator 19CuFt M7600 Blue,Fabrikam,Refrigerators,Refrigerators,Home Appliances
1325,Contoso Electronic Private Automatic Branch Exchange M90 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2070,Contoso Microwave 1.0CuFt E0110 Grey,Contoso,Microwaves,Microwaves,Home Appliances
2085,Contoso Water Heater 7.2GPM X1800 White,Contoso,Water Heaters,Water Heaters,Home Appliances
1808,MGS Classic Flight Collection2009 E164,Tailspin Toys,Download Games,Download Games,Games and Toys
586,Contoso Screen 80in E080 Black,Contoso,Projectors & Screens,Projectors & Screens,Computers
468,Proseware LCD19W M100 Black,Proseware,Monitors,Monitors,Computers
244,Contoso Home Theater System 5.1 Channel M1500 Black,Contoso,Home Theater System,Home Theater System,TV and Video
1489,The Phone Company Smart phones Unlocked International M800 Grey,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1182,Fabrikam Independent filmmaker 1/3'' 8.5mm X200 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
341,Fabrikam Laptop16W M6080 Black,Fabrikam,Laptops,Laptops,Computers
879,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
1610,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1097,"Contoso SLR Camera 35"" X358 Pink",Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1017,A. Datum Ultra Compact Digital Camera M190 Green,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1443,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold",The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
2203,Adventure Works Wall Lamp E3150 White,Adventure Works,Lamps,Lamps,Home Appliances
1361,Contoso Behind Centrex X15 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1203,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1895,Contoso Washer & Dryer 21in E210 Pink,Contoso,Washers & Dryers,Washers & Dryers,Home Appliances
602,Contoso Projector 720p M621 Silver,Contoso,Projectors & Screens,Projectors & Screens,Computers
607,Contoso Screen 106in M060 Silver,Contoso,Projectors & Screens,Projectors & Screens,Computers
67,NT Bluetooth Stereo Headphones E52 Black,Northwind Traders,Bluetooth Headphones,Bluetooth Headphones,Audio
703,Proseware Laser Jet Color Printer X300 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
2165,Fabrikam Coffee Maker Auto 10C M100 Black,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
374,Adventure Works Laptop19W X1980 Silver,Adventure Works,Laptops,Laptops,Computers
1235,"Fabrikam Business Videographer 2/3"" 17mm M280 Blue",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1659,Contoso DVD 14-Inch Player Portable L100 White,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
610,Contoso Screen 80in E080 Silver,Contoso,Projectors & Screens,Projectors & Screens,Computers
556,Proseware Projector 480p DLP12 White,Proseware,Projectors & Screens,Projectors & Screens,Computers
606,Contoso Screen 113in M251 Silver,Contoso,Projectors & Screens,Projectors & Screens,Computers
1647,Contoso DVD 12-Inch Player Portable M400 Black,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1945,Litware Refrigerator 24.7CuFt X980 Brown,Litware,Refrigerators,Refrigerators,Home Appliances
325,SV Car Video LCD7W M7081 Brown,Southridge Video,Car Video,Car Video,TV and Video
2339,Litware Wall Lamp E3015 Grey,Litware,Lamps,Lamps,Home Appliances
866,Contoso Wireless Laser Mouse M55 Black,Contoso,Computers Accessories,Computers Accessories,Computers
1463,Contoso Touch Screen Phones SAW/On-wall M806 Black,Contoso,Touch Screen Phones,Touch Screen Phones,Cell phones
1360,Contoso In front of Centrex L15 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2309,Proseware Desk Lamp E0120 Blue,Proseware,Lamps,Lamps,Home Appliances
2269,WWI Desk Lamp E120 Blue,Wide World Importers,Lamps,Lamps,Home Appliances
1704,SV Hand Games for students E40 Silver,Southridge Video,Boxed Games,Boxed Games,Games and Toys
712,Proseware Ink Jet Wireless All-In-One Printer M400 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
684,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
477,Proseware LCD22 M2000 White,Proseware,Monitors,Monitors,Computers
532,WWI LCD20 M220 White,Wide World Importers,Monitors,Monitors,Computers
1719,MGS Zoo Tycoon 2: Marine Mania Expansion Pack M270,Tailspin Toys,Download Games,Download Games,Games and Toys
1668,MGS Hand Games for students E400 Black,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
1796,MGS Rise of Nations2009 E152,Tailspin Toys,Download Games,Download Games,Games and Toys
1813,MGS Racing Madness 2009 E169,Tailspin Toys,Download Games,Download Games,Games and Toys
246,Contoso Home Theater System 4.1 Channel M1410 Black,Contoso,Home Theater System,Home Theater System,TV and Video
401,WWI Laptop8.9 E0089 White,Wide World Importers,Laptops,Laptops,Computers
2288,Proseware Chandelier M0815 Silver,Proseware,Lamps,Lamps,Home Appliances
511,Adventure Works LCD17 E200 White,Adventure Works,Monitors,Monitors,Computers
1484,The Phone Company Smart phones 160x160 M26 Grey,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
2046,Litware Microwave 1.0CuFt E110 Black,Litware,Microwaves,Microwaves,Home Appliances
2387,Proseware Air conditioner 7000BTU E260 White,Proseware,Air Conditioners,Air Conditioners,Home Appliances
718,"Proseware Color Ink jet Fax, Copier, Phone M250 White",Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
463,Proseware LCD22 M2000 Black,Proseware,Monitors,Monitors,Computers
2116,Contoso Coffee Maker Super-Auto 12C X1250 Black,Contoso,Coffee Machines,Coffee Machines,Home Appliances
221,Litware Home Theater System 5.1 Channel M514 Silver,Litware,Home Theater System,Home Theater System,TV and Video
2455,Litware USB Foam Fan E1301 Pink,Litware,Fans,Fans,Home Appliances
1432,The Phone Company Touch Screen Phones Infrared M901 Grey,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
528,WWI LCD24 X300 White,Wide World Importers,Monitors,Monitors,Computers
1444,"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold",The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
1904,Fabrikam Refrigerator 19CuFt M7600 Brown,Fabrikam,Refrigerators,Refrigerators,Home Appliances
2319,Litware Floor Lamp M2015 White,Litware,Lamps,Lamps,Home Appliances
1625,Contoso DVD Recorder L230 Grey,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
2006,Fabrikam Microwave 0.8CuFt E0800 Red,Fabrikam,Microwaves,Microwaves,Home Appliances
338,Fabrikam Laptop19W M9800 Black,Fabrikam,Laptops,Laptops,Computers
971,A. Datum Full Frame Digital Camera X300 Grey,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1860,NT Washer & Dryer 21in E2100 Blue,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
597,Contoso Screen 85in E085 White,Contoso,Projectors & Screens,Projectors & Screens,Computers
73,NT Wireless Bluetooth Stereo Headphones E102 White,Northwind Traders,Bluetooth Headphones,Bluetooth Headphones,Audio
72,NT Wireless Bluetooth Stereo Headphones E102 Blue,Northwind Traders,Bluetooth Headphones,Bluetooth Headphones,Audio
2171,Fabrikam Coffee Maker Auto 10C M100 Silver,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
1944,Litware Refrigerator 1.7CuFt E120 White,Litware,Refrigerators,Refrigerators,Home Appliances
2133,Contoso Coffee Maker 4C E0800 White,Contoso,Coffee Machines,Coffee Machines,Home Appliances
2114,Contoso Water Heater 1.5GPM E0800 Red,Contoso,Water Heaters,Water Heaters,Home Appliances
1310,Contoso Digital Camera/Camcorder USB Cable E324 Silver,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
446,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Desktops,Desktops,Computers
978,A. Datum Super-zoom Digital Camera X300 Pink,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
353,Fabrikam Laptop10.1 M0101 Silver,Fabrikam,Laptops,Laptops,Computers
1288,Contoso Genuine Leather Grip Belt E322 Silver,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
1072,A. Datum SLR Camera X142 Orange,A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1129,"Fabrikam SLR Camera 35"" X358 Pink",Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1916,Fabrikam Refrigerator 19CuFt M7600 Green,Fabrikam,Refrigerators,Refrigerators,Home Appliances
523,WWI LCD19 E107 Black,Wide World Importers,Monitors,Monitors,Computers
2249,WWI Chandelier M615 Silver,Wide World Importers,Lamps,Lamps,Home Appliances
395,WWI Laptop8.9 E0089 Black,Wide World Importers,Laptops,Laptops,Computers
542,Proseware Projector 720p DLP56 Black,Proseware,Projectors & Screens,Projectors & Screens,Computers
660,"Proseware Color Ink Jet Fax, Copier, Phone M250 Black",Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
662,Proseware Slim-Design Fax Machine with Answering System X180 Black,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
608,Contoso Screen 100in E010 Silver,Contoso,Projectors & Screens,Projectors & Screens,Computers
2088,Contoso Water Heater 2.6GPM E0900 White,Contoso,Water Heaters,Water Heaters,Home Appliances
403,WWI Laptop15 M0150 Blue,Wide World Importers,Laptops,Laptops,Computers
1398,Contoso 2-Line Corded Cordless Telephone M202 Grey,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1946,Litware Refrigerator 19CuFt M760 Brown,Litware,Refrigerators,Refrigerators,Home Appliances
2017,Fabrikam Microwave 0.9CuFt E0900 Blue,Fabrikam,Microwaves,Microwaves,Home Appliances
2340,Litware Desk Lamp E1030 Grey,Litware,Lamps,Lamps,Home Appliances
784,Contoso Laptop Starter Bundle M200 White,Contoso,Computers Accessories,Computers Accessories,Computers
871,Contoso Wireless Laser Mouse E50 White,Contoso,Computers Accessories,Computers Accessories,Computers
2464,Litware USB Durable Desk Soft Fan E1401 Black,Litware,Fans,Fans,Home Appliances
1958,Litware Refrigerator 19CuFt M760 Green,Litware,Refrigerators,Refrigerators,Home Appliances
14,Contoso 4GB Flash MP3 Player E401 Silver,Contoso,MP4&MP3,MP4&MP3,Audio
1589,SV DVD 38 DVD Storage Binder E25 Silver,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1658,Contoso DVD 7-Inch Player Portable E200 White,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
603,Contoso Projector 480p M480 Silver,Contoso,Projectors & Screens,Projectors & Screens,Computers
558,Proseware Screen 113in X1609 White,Proseware,Projectors & Screens,Projectors & Screens,Computers
1694,SV Hand Games women M40 Black,Southridge Video,Boxed Games,Boxed Games,Games and Toys
1720,MGS Zoo Tycoon 2: African Adventure M280,Tailspin Toys,Download Games,Download Games,Games and Toys
2150,Adventure Works Coffee Maker 5C E090 Silver,Adventure Works,Coffee Machines,Coffee Machines,Home Appliances
1976,Litware Refrigerator 19CuFt M760 Orange,Litware,Refrigerators,Refrigerators,Home Appliances
1036,A. Datum Consumer Digital Camera M300 Azure,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
2092,Contoso Water Heater 4.0GPM M1250 Blue,Contoso,Water Heaters,Water Heaters,Home Appliances
1094,Contoso SLR Camera M144 Gold,Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
895,SV Keyboard E90 Silver,Southridge Video,Computers Accessories,Computers Accessories,Computers
1074,A. Datum SLR Camera M142 Orange,A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1319,Contoso Multi-line phones M30 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2221,Adventure Works Desk Lamp E1200 Grey,Adventure Works,Lamps,Lamps,Home Appliances
2026,Litware Microwave 2.2CuFt M125 Silver,Litware,Microwaves,Microwaves,Home Appliances
1147,Fabrikam Home and vacation moviemaker 2/3'' 17mm M103 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
